file,kicad_netlist_file,group_netlist_file,csv_file,code_file,sym_count_in_root_sheet,annotated_symbols_in_root_sheet,comp_count,net_count,average_pins_per_group,groups,nets,nets_with_multiple_nodes,csv_lines,kicad-cli,kicad_group_netlister,code_gen,netlist_to_csv,test_case
./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_kicad_netlist.xml,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_group_netlist.xml,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_spreadsheet.csv,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_code.h,126,21,75,67,4.8,5,19,4,25,0.17744558469858,0.00298858925234526,0.00292360075400211,0.0013294885517098,1
./echo-debug-gen3/Echo.kicad_sch,./echo-debug-gen3/Echo.kicad_sch_kicad_netlist.xml,./echo-debug-gen3/Echo.kicad_sch_group_netlist.xml,./echo-debug-gen3/Echo.kicad_sch_spreadsheet.csv,./echo-debug-gen3/Echo.kicad_sch_code.h,22,3,10,9,1,1,1,0,2,0.155469336296665,0.000748003396438435,0.00228108155424707,0.000558182795066387,1
./Driverino-Shield/PCB/Driverino-Shield.kicad_sch,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_kicad_netlist.xml,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_group_netlist.xml,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_spreadsheet.csv,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_code.h,89,15,56,65,13.4,5,44,14,68,0.173659383301856,0.00329512860043906,0.00547333199647255,0.00204594240058213,1
./usbarmory/hardware/mark-two-lan/power.kicad_sch,./usbarmory/hardware/mark-two-lan/power.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/power.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/power.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/power.kicad_sch_code.h,30,5,20,8,3,2,4,1,7,0.166428639949299,0.00252764499746263,0.00226905119488947,0.000662931200349704,1
./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_code.h,10,1,5,5,2,1,2,0,3,0.155865799449384,0.000765033654170111,0.00217009955085814,0.000530295452335849,1
./usbarmory/hardware/mark-two-lan/boot.kicad_sch,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_code.h,10,1,7,6,2,1,2,0,3,0.16081800275133,0.000944242195691913,0.00229285000241362,0.000547603802988306,1
./usbarmory/hardware/mark-two-lan/armory.kicad_sch,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_code.h,0,0,205,406,3.65217391304348,23,46,8,85,0.347419473651098,0.0107888714468572,0.00595606375136413,0.00276863055187278,1
./usbarmory/hardware/mark-two-lan/usb.kicad_sch,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_code.h,37,6,19,14,2,1,2,0,3,0.169441411248408,0.00145079930080101,0.00249420159962028,0.000549181347014382,1
./usbarmory/hardware/mark-two-lan/misc.kicad_sch,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_code.h,19,3,12,11,1.66666666666667,3,4,1,6,0.163247711048462,0.00132008100044914,0.00288179304916412,0.000584543950390071,1
./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_code.h,63,10,47,26,9.66666666666667,3,21,4,30,0.178640596795594,0.00271706929779612,0.00416728749987669,0.00114566050469875,1
./usbarmory/hardware/mark-two-lan/pmic.kicad_sch,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_code.h,56,9,31,17,5.5,2,6,2,12,0.157726113247918,0.0017598350008484,0.00320772860432044,0.000816669646883383,1
./usbarmory/hardware/mark-two-lan/ddr.kicad_sch,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_code.h,38,6,28,56,2,3,3,2,7,0.185186432150658,0.00195838839863427,0.00249841340119019,0.000611033348832279,1
./usbarmory/hardware/mark-two-lan/crystals.kicad_sch,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_code.h,29,4,22,17,2.25,4,6,1,10,0.165781225153478,0.00186206164653413,0.00314104779972695,0.000752163300057873,1
./usbarmory/hardware/mark-two-lan/emmc.kicad_sch,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_code.h,28,4,21,16,3,2,4,2,7,0.177007998799672,0.00172726830351166,0.00247679870226421,0.00063061315449886,1
./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_code.h,0,0,0,0,,0,0,0,1,0.148182093148353,0.000281303096562624,0.00219614105299115,0.000424145552096888,1
./SmartPrintCoreH7x/SmartPrintCoreH7x/power_control.kicad_sch,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_control.kicad_sch_kicad_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_control.kicad_sch_group_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_control.kicad_sch_spreadsheet.csv,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_control.kicad_sch_code.h,77,13,59,29,2,7,10,3,15,0.16969272014685,0.00246559605002403,0.00293482415145263,0.000890543946297839,1
./SmartPrintCoreH7x/SmartPrintCoreH7x/Storage.kicad_sch,./SmartPrintCoreH7x/SmartPrintCoreH7x/Storage.kicad_sch_kicad_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/Storage.kicad_sch_group_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/Storage.kicad_sch_spreadsheet.csv,./SmartPrintCoreH7x/SmartPrintCoreH7x/Storage.kicad_sch_code.h,19,3,14,16,2.5,2,3,1,6,0.162758924951777,0.00123751010396518,0.00236175645259209,0.000608825404196978,1
./SmartPrintCoreH7x/SmartPrintCoreH7x/SmartPrintCoreH7x.kicad_sch,./SmartPrintCoreH7x/SmartPrintCoreH7x/SmartPrintCoreH7x.kicad_sch_kicad_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/SmartPrintCoreH7x.kicad_sch_group_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/SmartPrintCoreH7x.kicad_sch_spreadsheet.csv,./SmartPrintCoreH7x/SmartPrintCoreH7x/SmartPrintCoreH7x.kicad_sch_code.h,84,14,565,416,6.91176470588235,34,139,31,236,0.391447454399895,0.0200973207480274,0.013870691601187,0.00610680294921622,1
./SmartPrintCoreH7x/SmartPrintCoreH7x/power_and_translators.kicad_sch,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_and_translators.kicad_sch_kicad_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_and_translators.kicad_sch_group_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_and_translators.kicad_sch_spreadsheet.csv,./SmartPrintCoreH7x/SmartPrintCoreH7x/power_and_translators.kicad_sch_code.h,290,49,206,75,6,8,16,7,49,0.227019915351411,0.00677474809926935,0.00457229309831746,0.00174516714760102,1
./SmartPrintCoreH7x/SmartPrintCoreH7x/Ports.kicad_sch,./SmartPrintCoreH7x/SmartPrintCoreH7x/Ports.kicad_sch_kicad_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/Ports.kicad_sch_group_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/Ports.kicad_sch_spreadsheet.csv,./SmartPrintCoreH7x/SmartPrintCoreH7x/Ports.kicad_sch_code.h,252,42,161,90,4.57142857142857,7,20,2,33,0.200677357503446,0.0050942178000696,0.00344354145345278,0.00143648459925316,1
./SmartPrintCoreH7x/SmartPrintCoreH7x/motors.kicad_sch,./SmartPrintCoreH7x/SmartPrintCoreH7x/motors.kicad_sch_kicad_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/motors.kicad_sch_group_netlist.xml,./SmartPrintCoreH7x/SmartPrintCoreH7x/motors.kicad_sch_spreadsheet.csv,./SmartPrintCoreH7x/SmartPrintCoreH7x/motors.kicad_sch_code.h,130,22,75,50,4.125,8,16,9,34,0.186798590549734,0.00368237434886396,0.00338114780024625,0.00136941390228458,1
./satnogs-comms-hardware/MCU.kicad_sch,./satnogs-comms-hardware/MCU.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/MCU.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/MCU.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/MCU.kicad_sch_code.h,87,14,53,104,16.1428571428571,7,89,4,114,0.179351687652525,0.00492516534868628,0.00964546229806729,0.00315116749843583,1
./satnogs-comms-hardware/main_psu.kicad_sch,./satnogs-comms-hardware/main_psu.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/main_psu.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/main_psu.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/main_psu.kicad_sch_code.h,159,27,98,26,3.5,8,14,4,29,0.187255798850674,0.00397220635204576,0.00357034730259329,0.00116340649547055,1
./satnogs-comms-hardware/CAN.kicad_sch,./satnogs-comms-hardware/CAN.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/CAN.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/CAN.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/CAN.kicad_sch_code.h,12,2,8,12,7,2,12,2,15,0.157849348004675,0.00111440754844807,0.00290709275286645,0.000839806400472298,1
./satnogs-comms-hardware/RF.kicad_sch,./satnogs-comms-hardware/RF.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/RF.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/RF.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/RF.kicad_sch_code.h,134,22,312,106,7.28,25,48,15,183,0.284948229748989,0.0121723056014162,0.047405409096973,0.00806057834997773,1
./satnogs-comms-hardware/FPGA.kicad_sch,./satnogs-comms-hardware/FPGA.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/FPGA.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/FPGA.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/FPGA.kicad_sch_code.h,53,9,30,64,4.25,4,13,2,18,0.189459791552508,0.00223120275186375,0.00320823165238835,0.00117314100498334,1
./satnogs-comms-hardware/mixer.kicad_sch,./satnogs-comms-hardware/mixer.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/mixer.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/mixer.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/mixer.kicad_sch_code.h,62,10,41,32,2.8,5,8,3,15,0.163043824047782,0.00187234315089881,0.00299950879998505,0.000813274551182985,1
./satnogs-comms-hardware/sensors.kicad_sch,./satnogs-comms-hardware/sensors.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/sensors.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/sensors.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/sensors.kicad_sch_code.h,27,4,21,12,3.5,2,7,0,8,0.158592455252074,0.00115807625115849,0.00353737535187975,0.000641455251025036,1
./satnogs-comms-hardware/uhf-frontend.kicad_sch,./satnogs-comms-hardware/uhf-frontend.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/uhf-frontend.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/uhf-frontend.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/uhf-frontend.kicad_sch_code.h,143,24,94,20,10.7142857142857,7,10,7,76,0.187260170601076,0.00424930640147068,0.0178214840532746,0.00279322525020689,1
./satnogs-comms-hardware/satnogs-comms.kicad_sch,./satnogs-comms-hardware/satnogs-comms.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/satnogs-comms.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/satnogs-comms.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/satnogs-comms.kicad_sch_code.h,102,17,577,703,8.85454545454546,55,250,60,488,0.481660632946296,0.028592195850797,0.109127141849604,0.0184051513031591,1
./satnogs-comms-hardware/sband-frontend.kicad_sch,./satnogs-comms-hardware/sband-frontend.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/sband-frontend.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/sband-frontend.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/sband-frontend.kicad_sch_code.h,144,24,90,20,5.83333333333333,6,10,5,36,0.187312437698711,0.00367943110177293,0.00445852434495464,0.00184473789995536,1
./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_kicad_netlist.xml,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_group_netlist.xml,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_spreadsheet.csv,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_code.h,127,21,68,64,7.28571428571429,7,29,5,52,0.183819450199371,0.00360562220448628,0.00426869214861654,0.0019558958534617,1
./glasgow/hardware/boards/glasgow/glasgow.kicad_sch,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_kicad_netlist.xml,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_group_netlist.xml,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_spreadsheet.csv,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_code.h,170,28,257,251,7.75,24,102,10,187,0.301903514045989,0.0125166663026903,0.0291857397009153,0.00567905105417594,1
./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_code.h,299,50,176,97,8.375,8,34,9,68,0.222373713401612,0.00868972060270607,0.00573557320167311,0.00236546919913962,1
./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_code.h,297,50,174,97,7.625,8,29,10,62,0.223728331446182,0.00846027269726619,0.00532849284936674,0.00184652320458554,1
./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_code.h,299,50,176,97,8,7,25,6,57,0.229711469548056,0.00812657020287588,0.00515735734952614,0.00175840705051087,1
./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_code.h,298,50,176,97,7.75,8,33,11,63,0.226093623548513,0.00807455974863842,0.00490292424801737,0.00192637710133567,1
./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_code.h,298,50,176,97,15,8,60,19,121,0.228314593149116,0.00981701449491084,0.0133486571488902,0.00322702385019511,1
./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_kicad_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_group_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_spreadsheet.csv,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_code.h,8,1,6,1,1,1,1,0,2,0.15288945735083,0.000592696398962289,0.00226534840185195,0.000523864349815995,1
./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_kicad_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_group_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_spreadsheet.csv,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_code.h,65,11,59,55,3.33333333333333,6,12,3,21,0.167071508103982,0.00218654099735431,0.00299350699642673,0.0011169773992151,1
./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_kicad_netlist.xml,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_group_netlist.xml,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_spreadsheet.csv,./TFGPS01/hw/sch_pcb/TFGPS01.kicad_sch_code.h,126,21,75,67,4.66666666666667,6,17,4,29,0.176248080853838,0.00324070409988053,0.00327010544715449,0.00110514900297858,2
./echo-debug-gen3/Echo.kicad_sch,./echo-debug-gen3/Echo.kicad_sch_kicad_netlist.xml,./echo-debug-gen3/Echo.kicad_sch_group_netlist.xml,./echo-debug-gen3/Echo.kicad_sch_spreadsheet.csv,./echo-debug-gen3/Echo.kicad_sch_code.h,22,3,10,9,1,1,1,0,2,0.153835425100988,0.00064739395165816,0.00236572949797846,0.000489796249894425,2
./Driverino-Shield/PCB/Driverino-Shield.kicad_sch,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_kicad_netlist.xml,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_group_netlist.xml,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_spreadsheet.csv,./Driverino-Shield/PCB/Driverino-Shield.kicad_sch_code.h,89,15,56,65,3.83333333333333,6,16,5,24,0.165436381695326,0.00246147449943237,0.00305078849778511,0.00104087539948523,2
./usbarmory/hardware/mark-two-lan/power.kicad_sch,./usbarmory/hardware/mark-two-lan/power.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/power.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/power.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/power.kicad_sch_code.h,30,5,20,8,1.5,4,4,1,7,0.18186030225479,0.00270946729579009,0.00244624575134367,0.000618884799769148,2
./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/secure-element.kicad_sch_code.h,10,1,5,5,2,1,2,0,3,0.153414097952191,0.00061563634662889,0.00239481194876134,0.000526641751639545,2
./usbarmory/hardware/mark-two-lan/boot.kicad_sch,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/boot.kicad_sch_code.h,10,1,7,6,4,1,2,2,5,0.156743537198054,0.00110085204942152,0.00236866684863344,0.000558252847986296,2
./usbarmory/hardware/mark-two-lan/armory.kicad_sch,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/armory.kicad_sch_code.h,0,0,205,406,2.96551724137931,29,43,10,87,0.353625037445454,0.010515897750156,0.00544183715246618,0.00263930024811998,2
./usbarmory/hardware/mark-two-lan/usb.kicad_sch,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/usb.kicad_sch_code.h,37,6,19,14,1.66666666666667,3,4,1,6,0.166692238900578,0.00180534435203299,0.00238127890042961,0.000605592399369925,2
./usbarmory/hardware/mark-two-lan/misc.kicad_sch,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/misc.kicad_sch_code.h,19,3,12,11,1,3,2,1,4,0.167812407546444,0.00112735615111887,0.00231563834822737,0.000558304198784754,2
./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/ethernet.kicad_sch_code.h,63,10,47,26,5.5,4,11,5,23,0.170312293549068,0.00266302419477142,0.00286122864927165,0.00112233679974452,2
./usbarmory/hardware/mark-two-lan/pmic.kicad_sch,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/pmic.kicad_sch_code.h,56,9,31,17,1.6,5,4,3,9,0.161824323300971,0.0017056941986084,0.00249194914940745,0.000732261745724827,2
./usbarmory/hardware/mark-two-lan/ddr.kicad_sch,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/ddr.kicad_sch_code.h,38,6,28,56,3,4,5,2,13,0.18971318755066,0.00270969700068235,0.00259147025062703,0.000868269347120077,2
./usbarmory/hardware/mark-two-lan/crystals.kicad_sch,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/crystals.kicad_sch_code.h,29,4,22,17,1.5,2,3,0,4,0.169193834351609,0.00131505245226435,0.00233925239881501,0.000690083700465038,2
./usbarmory/hardware/mark-two-lan/emmc.kicad_sch,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/emmc.kicad_sch_code.h,28,4,21,16,2,3,5,1,7,0.179662327555707,0.00181724079884589,0.00258167844731361,0.000753734051249921,2
./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_kicad_netlist.xml,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_group_netlist.xml,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_spreadsheet.csv,./usbarmory/hardware/mark-two-lan/power-tree.kicad_sch_code.h,0,0,0,0,,0,0,0,1,0.147771477652714,0.000482226547319442,0.00251177224563435,0.000473717495333403,2
